Sex,PhDSchool,FirstPosition,FirstType,CurrentPosition,CurrentPositionType,Dissertation,PrimaryAreaOfStudy,YearGraduated,SoughtAcademicEmployment?,Other Job ,Other Academic Location,Other Academic Field
Male,University of Toronto,Humber College,Tenure Track/Permanent,Humber College,Tenure Track/Permanent,Unknown,Unknown,2001,Yes,,,
Unknown,"University of California, Santa Barbara",Humboldt State University,Tenure Track/Permanent,Humboldt State University,Tenure Track/Permanent,Unknown,Unknown,,,,,
Unknown,"University of Texas, Austin",Humboldt State University,Tenure Track/Permanent,Humboldt State University,Tenure Track/Permanent,Unknown,Unknown,1991,,,,
Male,University of Toronto,Tyndale University College,Lecturer,Humboldt Universitat,Post Doc/Researcher,Berkeley's Bodies,History of Philosophy,2013,Yes,,,
Unknown,Princeton University,new york university,Post Doc/Researcher,Humboldt University,Lecturer,necessity and teleology in aristotle's physics,History of Philosophy,2008,,,,
Unknown,University of Pittsburgh,"Technische Universität, Berlin",Lecturer,Humboldt University,Lecturer,"""Making moral sense: substantive critique as an alternative to rationalism in ethics"" (McDowell)",Ethics,1993,,,,
Unknown,Princeton University,university of chicago,Tenure Track/Permanent,Humboldt University,Tenure Track/Permanent,the priority of active being: an interpretation of aristotle's metaphysics theta,Metaphysics,2003,,,,
Unknown,"University of Texas, Austin",Hunter College,Tenure Track/Permanent,Hunter College,Tenure Track/Permanent,Unknown,Philosophy of Science,2011,,,,
Male,University of Miami,Huron College,Lecturer,Huron College,Lecturer,Ethical Naturalism.,Ethics,1996,,,,
Male,University of Western Ontario,University of Western Ontario,Lecturer,Huron University College,Tenure Track/Permanent,“An Analysis of Conventionalism in Early Analytic Philosophy”,History of Philosophy,2010,,,,
Male,University of Southern California,Monash University,Post Doc/Researcher,Iceland,Lecturer,Unknown,Unknown,2012,,,,
Male,"Indiana University, Bloomington","California Polytechnic, Pomona",Lecturer,Idaho State University,Post Doc/Researcher,"Instantial Reasoning, Arbitrary Objects, and Holey Propositions",Philosophy of Language,1998,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Idaho State University,Lecturer,Idaho State University,Lecturer,Unknown,Unknown,2000,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Idaho State University,Lecturer,Idaho State University,Lecturer,Unknown,Unknown,2001,,,,
Unknown,"University of Minnesota, Minneapolis-St. Paul",Idaho State University,Tenure Track/Permanent,Idaho State University,Tenure Track/Permanent,Unknown,Unknown,2002,,,,
Male,"University Of Nebraska, Lincoln",Illinois Central College,Lecturer,Illinois Central College,Lecturer,Unknown,Ethics,2010,,,,
Male,"University of Wisconsin, Madison",Illinois State University,Tenure Track/Permanent,Illinois State University,Tenure Track/Permanent,"""A Hybrid Account of the Sources of Practical Normativity""",Ethics,2013,,,,
Female,"University of Wisconsin, Madison",Illinois State University,Tenure Track/Permanent,Illinois State University,Tenure Track/Permanent,“A Family Affair: Political Liberalism and the Gendered Division of Labor”,Social and Political Philosophy,2013,,,,
Male,University of Arizona,Illinois State University,Tenure Track/Permanent,Illinois State University,Tenure Track/Permanent,Skepticism and the End of Moral Epistemology,Epistemology,2002,,,,
Male,"University of California, Los Angeles",Ohio State University,Tenure Track/Permanent,Illinois State University,Tenure Track/Permanent,Being and Time: The Metaphysics of Past and Future in a Dynamic World,Metaphysics,2005,,,,
Female,Harvard University,Bard College,Tenure Track/Permanent,Illinois Wesleyan University,Tenure Track/Permanent,Intentional Explanation & Practical Reasoning ,Ethics,2002,,,,
Male,University of Pittsburgh,Illinois Wesleyan University,Tenure Track/Permanent,Illinois Wesleyan University,Tenure Track/Permanent,"""Contested Concepts and Competing Conceptions"" (Gupta)",Metaphysics,2007,,,,
Unknown,"Indiana University, Bloomington",Illinois Wesleyan University,Lecturer,Illinois Wesleyan University,Lecturer,Holding Me to My Word: The Normative Avowal View of Rational Agency.,Epistemology,2012,,,,
Female,"University of North Carolina, Chapel Hill",Illinois Wesleyan University,Tenure Track/Permanent,Illinois Wesleyan University,Tenure Track/Permanent,Hume's Treatise and the Theory of Ideas,History of Philosophy,2011,,,,
Female,"University of Michigan, Ann Arbor",Illinois Wesleyan University,Lecturer,Illinois Wesleyan University,Lecturer,Seeing and Experiencing: The Revelation of Particulars in Visual Experience,Metaphysics,2007,,,,
Male,"University of California, Berkeley","University of California, Berkeley",Lecturer,Illinois Wesleyan University,Tenure Track/Permanent,The Reactive Theory of Punishment,Social and Political Philosophy,2011,,,,
Unknown,Princeton University,"University of California, Los Angeles",Post Doc/Researcher,indian institute of technology,Tenure Track/Permanent,Unknown,Ethics,2011,,,,
Male,"Indiana University, Bloomington",Indiana State University,Lecturer,Indiana State University,Lecturer,Artifacts and Human Cognitive Agency ,Metaphysics,2012,,,,
Male,"Indiana University, Bloomington",Indiana State University,Lecturer,Indiana State University,Lecturer,The Concept of Logical Form,Philosophy of Logic,1993,,,,
Male,"Indiana University, Bloomington",University of Idaho,Lecturer,Indiana State University ,Lecturer,"Ineffability and Self-Refutation: Non-Monotonic Logic in the Thought of Pseudo-Dionysius, Sextus Empiricus, and the Astasahasrika Prajnaparamita",Philosophy of Logic,2003,,,,
Female,University of Southern California,Indiana University - Purdue University,Lecturer,Indiana University - Purdue University,Lecturer,Unknown,Philosophy of Science,2004,,,,
Male,"University of North Carolina, Chapel Hill",Colgate University,Lecturer,Indiana University of Pennsylvania,Tenured,The Metaphysics of Content ,Metaphysics,1996,,,,
Male,Purdue University,Indiana University of Pennsylvania,Lecturer,Indiana University of Pennsylvania,Lecturer,"Against Powerlessness: Means-End Challenges for the Sartrean Humanist"" Assistant Professor",History of Philosophy,2011,,,,
Male,"University of Maryland, College Park",Indiana University of Pennsylvania,Tenure Track/Permanent,Indiana University of Pennsylvania,Tenured,Concepts: Taking Psychological Explanation Seriously,Philosophy of Logic,2005,,,,
Female,"Indiana University, Bloomington","Indiana University, Bloomington",Lecturer,"Indiana University, Bloomington",Lecturer,Diagrams and Natural Deduction: Theory and Pedagogy of Hyperproof,Philosophy of Logic,1995,,,,
Male,Vanderbilt University,"Indiana University, Bloomington",Lecturer,"Indiana University, Bloomington",Lecturer,Everyday Spirituality (Lachs),Metaphysics,2010,,,,
Male,University of Connecticut,"Indiana University, Bloomington",Post Doc/Researcher,"Indiana University, Bloomington",Post Doc/Researcher,Isomorphism in Mind.,Philosophy of Mind,2000,,,,
Male,Harvard University,"Indiana University, Bloomington",Tenure Track/Permanent,"Indiana University, Bloomington",Tenure Track/Permanent,"Skepticism, Reasonable Doubts, and the Fragility of Knowledge ",Epistemology,2000,,,,
Unknown,Rice University,"Indiana University, Bloomington",Tenure Track/Permanent,"Indiana University, Bloomington",Tenure Track/Permanent,Unknown,Unknown,2009,,,,
Male,"Rutgers University, New Brunswick","Indiana University, Bloomington",Tenure Track/Permanent,"Indiana University, Bloomington",Tenure Track/Permanent,Unknown,Epistemology,2001,Yes,,,
Unknown,University of British Columbia,"Indiana University, Bloomington",Tenure Track/Permanent,"Indiana University, Bloomington",Tenure Track/Permanent,Unknown,Unknown,2004,,,,
Unknown,University of Pennsylvania,"Indiana University, Bloomington",Post Doc/Researcher,"Indiana University, Bloomington",Post Doc/Researcher,Unknown,Unknown,2013,,,,
Unknown,"University of California, Davis","Indiana University, Bloomington",Tenure Track/Permanent,"Indiana University, Bloomington",Tenured,Unknown,Unknown,1995,,,,
Unknown,University of Pittsburgh,Not in Academic Philosophy,Not in Academic Philosophy,"Indiana University, Bloomington",Lecturer,"""An investigation in the logics of seeing-to-it-that"" (Belnap)",Philosophy of Language,1994,,,,
Female,University of Chicago,Union College,Lecturer,"Indiana University, Bloomington",Tenured,"Looking through the mind’s I: Empiricism, moral psychology, and Hume’s trouble with the self",Ethics,1997,,,,
Male,"University of California, Davis",University of Utah,Post Doc/Researcher,"Indiana University, Bloomington",Post Doc/Researcher,Unknown,Unknown,2010,,,,
Male,Purdue University,various visiting,Lecturer,"Indiana University, Bloomington",Lecturer,Weakness of Will Implies Freedom of Will: An Argument for Libertarian Freedom,Metaphysics,2002,,,,
Unknown,Stanford University,Whitworth University,Lecturer,"Indiana University, Bloomington",Tenure Track/Permanent,Foundations of Metaphysics,Metaphysics,2008,,,,
Unknown,University of Virginia,"Indiana University, Gary",Tenure Track/Permanent,"Indiana University, Gary",Tenure Track/Permanent,Unknown,Unknown,2000,,,,
Unknown,Princeton University,California Institute of Technology,Lecturer,"Indiana University, South Bend",Tenured,probabilty and human rationality,Philosophy of Mathematics,1995,,,,
Male,University of Notre Dame,"Indiana University, South Bend",Tenure Track/Permanent,"Indiana University, South Bend",Tenure Track/Permanent,The Metaphysics of Ontological Emergence,Philosophy of Logic,2006,,,,
Female,"University of California, Berkeley","Indiana University, South Bend",Tenure Track/Permanent,"Indiana University, South Bend",Tenure Track/Permanent,Virtue and Right Action,Ethics,2003,,,,
Male,University of Chicago,Kalamazoo College,Lecturer,"Indiana University, South Bend",Tenure Track/Permanent,The bounds of self: An essay on Heidegger's Being and Time,Metaphysics,2004,,,,
Female,"University Of Nebraska, Lincoln",Indiana University–Purdue University Fort Wayne,Lecturer,Indiana University–Purdue University Fort Wayne,Lecturer,Unknown,History of Philosophy,2004,,,,
Unknown,Princeton University,Inje University,Lecturer,Inje University,Lecturer,continuity and discontinuity between protagoras and republic: a gradual development,History of Philosophy,2006,,,,
Male,Brown University,Unknown,Unknown,Institut Jean Nicod,Tenure Track/Permanent,Conscious Content,Mind,2002,yes,,,
Female,University of Toronto,University Colege Dublin,Post Doc/Researcher,"Institut Jean Nicod, Ecole Normale Superieure",Post Doc/Researcher,The Public Dimension of Meaning,Philosophy of Language,2011,Yes,,,
Unknown,Stanford University,Institut Jean-Nicod,Tenure Track/Permanent,Institut Jean-Nicod,Tenure Track/Permanent,"What Is Said. An Inquiry Into Reference, Meaning, and Content",Philosophy of Language,2004,,,,
Male,University of Toronto,Institute for  Research in Fundamental Sciences,Post Doc/Researcher,Institute for  Research in Fundamental Sciences,Post Doc/Researcher,Against Modalities: On the Presumed Coherence and Alleged Indispensability of Some Modal Notions,Metaphysics,2008,Yes,,,
Male,"Indiana University, Bloomington","Institute of Philosophy, Mexico",Lecturer,"Institute of Philosophy, Mexico",Lecturer,Fault-Tolerant Reasoning,Epistemology,1994,,,,
Male,"Indiana University, Bloomington","Institute of Philosophy, Mexico",Lecturer,"Institute of Philosophy, Mexico",Lecturer,Mathematics as Grammar: 'Grammar' in Wittgenstein's Philosophy of Mathematics during the Middle Period,Philosophy of Mathematics,2000,,,,
Unknown,"University of Missouri, Columbia",Dongduk Women's University,Tenure Track/Permanent,Integrative Studies at Dongduk University,Lecturer,Dissertation Title: Bayesian Scientific Methodology: A Naturalistic Approach,Philosophy of Science,2002,,,,
Unknown,University of Alberta,"Intercollege, Larnica, Cyprus",Tenure Track/Permanent,"Intercollege, Larnica, Cyprus",Tenured,Unknown,Unknown,2000,,,,
Male,Johns Hopkins University,Iona College,Tenure Track/Permanent,Iona College,Tenure Track/Permanent,Unknown,Unknown,2007,,,,
Unknown,University of Iowa,Coe College,Lecturer,Iowa State University,Lecturer,"Noema. Sense, and Object in Husserl's Phenomenology",Continental Philosophy,1993,,,,
Male,University of Western Ontario,Iowa State University,Tenure Track/Permanent,Iowa State University,Tenured,“Toward a General Philosophy of Ecology”,Ethics,1999,,,,
Female,Duke University,Iowa State University,Tenure Track/Permanent,Iowa State University,Tenured,A Natural History of the Evolution of Sexual Reproduction: The Virtues of Explanatory Pluralism,Ethics,1999,,,,
Male,"University of North Carolina, Chapel Hill",Iowa State University,Tenure Track/Permanent,Iowa State University,Tenure Track/Permanent,Causation and Scientific Explanation in Locke ,Metaphysics,2013,,,,
Unknown,University of Iowa,Iowa State University,Tenure Track/Permanent,Iowa State University,Tenure Track/Permanent,Hume's Account of Causation and Its Applications,Metaphysics,2005,,,,
Male,University of Arizona,Iowa State University,Tenure Track/Permanent,Iowa State University,Tenure Track/Permanent,Incomparability in Epistemology: Possibilities for Epistemic Justification and Knowledge,Epistemology,2001,,,,
Male,University of Arizona,Iowa State University,Tenure Track/Permanent,Iowa State University,Tenure Track/Permanent,Modality and Mind,Philosophy of Mind,2007,,,,
Unknown,University of Iowa,Iowa State University,Lecturer,Iowa State University,Lecturer,Real Appearances: The Metaphysics and Epistemology of Direct Realism,Epistemology,2008,,,,
Female,Northwestern University,Iowa State University,Tenure Track/Permanent,Iowa State University,Tenure Track/Permanent,The Direction of Desire: A Hegelian Account of Reasons for Action,Ethics,2008,Yes,,,
